Name,Description,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions,ingredients_raw,ingredients,iscurry,isomelette
Omelette With Pork Salad Topping,Make and share this Omelette With Pork Salad Topping recipe from Food.com.,"c(""1"", ""150"", ""2"", ""2"", ""1"", ""150"", ""1"", ""3"", ""2"", NA, ""1"", ""1"", ""1"", ""1/3"")","c(""olive oil"", ""ginger"", ""soy sauce"", ""lime"", ""sweet potatoes"", ""eggs"", ""skim milk"", ""ground black pepper"", ""bean sprouts"", ""carrot"", ""lebanese cucumber"")",,,422.9,13.8,3.9,364.8,560.6,46.6,7.6,12.8,32.8,2.0,,"c(""Brush a medium non stock frypan with a little of the oil and heat on medium high and add pork and reduce heat o medium and cook turning occasionally for 5 to 6 minutes or until cooked and then transfer to a plate and set aside to rest."", ""Add garlic and ginger to pan and cook stirring often for 2 to 3 minutes and transfer to a board and finely chop and put in a small bowl and set aside."", ""Add the soy sauce and lime juice to pan, stir and remove pan from heat and pour over garlic mixture and set aside."", 
""Wash pan."", ""Heat remaining oil on medium high in pan and add sweet potato and corn and cook stirring often for 4 to 5 minutes or until sweet potato is just tender and set aside."", ""Wash pan and then line with baking paper and heat on medium and spread half of the sweet potato mixture over base of pan."", ""Whiusk eggs and milk in a small bowl and pour half of the egg mixture over sweet potatoe mix and cook for 4 to 5 minutes or until egg is set."", ""Turn over and remove paper and cook for 2 to 3 minutes or until cooked and set aside covered with foil and repeat with remaining sweet potato mix and egg mixture."", 
""Shred pork and put into a large bowl with garlic mix, bean sprouts, carrot, cucumber and coriander and toss."", ""Top omelettes with salad to serve."")","[""1   teaspoon    olive oil"",""150   g    pork fillets (trimmed of fat)"",""2   cm   piece ginger (cut into thin strips)"",""2   teaspoons    soy sauce (saalt reduced)"",""1       lime (juiced)"",""150   g    sweet potatoes (orange coarsely grated)"",""1       corn on the cob (kernels removed)"",""3       eggs (50 grams)"",""2   tablespoons    skim milk"",""  ground black pepper (freshly ground)"",""1   cup    bean sprouts"",""1       carrot (peeled into ribbons using a vegetable peeler)"",""1       lebanese cucumber (peeled into ribbons using a vegetable peeler)"",""1/3  cup    coriander (cilantro fresh leaves)""]","[""olive oil"", ""pork fillets fat"", ""ginger"", ""soy sauce"", ""lime"", ""sweet potatoes"", ""corn cob kernels"", ""skim milk"", ""black pepper"", ""bean sprouts"", ""carrot vegetable"", ""lebanese cucumber vegetable"", ""coriander cilantro fresh leaves""]",0,1
Greek Inspired Omelet With a Fresh Salsa,Make and share this Greek Inspired Omelet With a Fresh Salsa recipe from Food.com.,"c(""4"", ""4"", ""2"", ""1/4"", ""1/4"", ""1/4"", ""1/4"", ""1"", ""1"", ""1/4"", ""2"", ""2"", ""1"", ""1"", ""1"", NA, NA)","c(""eggs"", ""milk"", ""olive oil"", ""feta cheese"", ""kalamata olive"", ""fresh tomato"", ""red onion"", ""tomatoes"", ""black olives"", ""red onion"", ""fresh cilantro"", ""olive oil"", ""lime"", ""sea salt"", ""ground pepper"", ""cilantro"", ""lime slice"")",,,664.2,60.5,12.9,444.0,932.9,15.9,3.6,6.0,17.9,,2 omelets,"c(""Whisk together the eggs and milk.  Cook 1/2 of the egg mixture in hot nonstick pan with the olive oil until the eggs just begin to set."", ""Add half the feta cheese, black olives, red onions, and tomatoes and continue to cook."", ""Place the omelet on a plate and fold.  Serve with a few Tablespoons of fresh salsa on top."", ""Repeat the process for the second omelet.  Garnish with a piece of cilantro and slice of lime."", ""SALSA:  In a small bowl, incorporate all the ingredients; mix well and refrigerate for 30 minutes before serving.""
)","[""4       eggs"",""4   tablespoons    milk"",""2   tablespoons    olive oil"",""1/4  cup    feta cheese, crumbled "",""1/4  cup    kalamata olive, sliced "",""1/4  cup    fresh tomato, diced "",""1/4  cup    red onion, diced "",""1   medium    tomatoes, diced "",""1   ounce   kalamata black olives, chopped "",""1/4  cup    red onion, diced "",""2   sprigs    fresh cilantro, chopped "",""2   ounces    olive oil"",""1       lime, juice and zest "",""1   pinch    sea salt"",""1   pinch    ground pepper"","" spig cilantro"",""  lime slice""]","[""olive oil"", ""feta cheese"", ""kalamata olive"", ""fresh tomato"", ""red onion"", ""medium tomatoes"", ""kalamata black olives chopped"", ""red onion"", ""sprigs cilantro chopped"", ""olive oil"", ""lime juice zest"", ""sea salt"", ""cilantro"", ""slice""]",0,1
Individual Baked Omelets,Make and share this Individual Baked Omelets recipe from Food.com.,"c(""2"", ""1"", ""1"", ""1"", ""1/2"", ""4"", ""1"", ""6"", ""1/2"", ""1/4"", NA)","c(""unsalted butter"", ""russet potato"", ""yellow onion"", ""salt"", ""red bell pepper"", ""bacon"", ""fresh tomato"", ""eggs"", ""heavy whipping cream"", ""half-and-half"", ""black pepper"")",,,283.8,23.1,10.8,259.1,595.2,9.9,1.4,2.1,9.6,6.0,,"c(""Preheat oven to 350°; generously butter 6 Texas-size (3 1/2 inches in diameter and 2 inches deep) muffin cups or line them with muffin wrappers."", ""Melt the butter in a medium skillet set over medium heat."", ""Add in the potato, onion, and 1/2 teaspoon salt; saute for about 5 minutes, stirring occasionally."", ""Add in red pepper and saute for 15 minutes, continuing to stir occasionally."", ""Taste to make sure the potato is cooked through, if not--cook for a few minutes longer, until the potato is fully cooked but not mushy."", 
""Remove the vegetable mixture from the heat and stir in the bacon and tomato."", ""Whisk the eggs, cream, remaining 1/2 teaspoon salt, pepper, and hot sauce together in a big bowl."", ""Pour the egg mixture evenly into the muffin cups (the egg mixture will almost reach the top, which is ok)."", ""Bake for 20-30 minutes; lightly shake the pan; if the omelets look or feel runny in the middle, bake for 5 more minutes, until firm."", ""Serve warm."", ""**Almost any vegetable or meat can be diced or sliced and sauteed before adding to the omelets--mushrooms, zucchini, green onions, precooked crumbled sausage, and diced ham.""
)","[""2   tablespoons    unsalted butter"",""1   medium    russet potato, peeled and cut into 1/2-inch dice  (any red-skinned potato)"",""1   small    yellow onion, diced "",""1   teaspoon    salt"",""1/2      red bell pepper, diced "",""4   slices    bacon, cooked and chopped into small pieces "",""1       fresh tomato, seeded and finely chopped "",""6   large    eggs"",""1/2  cup    heavy whipping cream or 1/2  cup    half-and-half"",""1/4  teaspoon   freshly ground black pepper"",""  hot pepper sauce, to taste ""]","[""unsalted butter"", ""russet potato red - skinned potato"", ""yellow onion"", ""red bell pepper"", ""bacon"", ""fresh tomato"", ""heavy whipping cream"", ""ground black pepper"", ""hot pepper sauce""]",0,1
Baked Asian Omelet,"Whip up this quick easy Asian Omelet that is absolutely sensational.

I cannot rave enough about this omelet &ndash; it is just sublime. The first time I ate it &ndash; I literally I couldn&rsquo;t pry it out, and devoured the whole thing in under 15 minutes!

This omelet is so quick and easy; and baked! I come home, prepare it, throw it in the oven, go take a shower, while my snout prepares for heaven. This is fantastic cut into wedges and served with a simple Asian salad for a meal; or cut into thin wedges or cubes for a wonderful starter.","c(""2"", ""1"", ""1"", ""1"", ""2"", ""2"", ""4"", ""8"", ""1"")","c(""extra virgin olive oil"", ""hot chili pepper"", ""ginger"", ""fresh garlic cloves"", ""shitake mushrooms"", ""scallions"", ""green onions"", ""eggs"", ""cilantro"")",,,140.7,10.5,2.6,282.0,98.0,2.6,0.6,1.1,8.9,,,"c(""Just preheat the oven to 160 C/325°F."", ""Put the oils in a skillet, and gently saute the chilli, ginger, onions, and mushrooms for about 5 minutes, until soft and well combined."", ""Beat the eggs with a hand blender, and pour the mixture over the vegetables."", ""Top with the herbs, and place the pan in the oven. Or transfer the mixture to a pie dish and cook for about 20 minutes until set. YUM! YUM! YUM!"")","[""2   teaspoons    sesame oil"",""1   tablespoon   cold pressed extra virgin olive oil"",""1   small   red hot chili pepper, finely chopped  (seeds and placental skin removed)"",""1   teaspoon   freshly grated ginger"",""2       fresh garlic cloves, chopped finely "",""2   cups   of chopped shitake mushrooms"",""4       scallions or 4       green onions, sliced "",""8      organic free range eggs"",""1   bunch    cilantro or 1   bunch    coriander, chopped finely ""]","[""sesame oil"", ""virgin olive oil"", ""red hot chili pepper seeds placental skin"", ""grated ginger"", ""fresh garlic cloves"", ""chopped shitake mushrooms"", ""scallions green onions"", ""organic free range"", ""cilantro coriander""]",0,1
Weight Watcher Broccoli Swiss Chard Omelette 6 Points,Make and share this Weight Watcher Broccoli Swiss Chard Omelette 6 Points recipe from Food.com.,"c(""2"", ""1"", ""1/2"", ""1/2"", ""2"", ""3"")","c(""eggs"", ""olive oil"", ""swiss chard"", ""broccoli"", ""green onions"")",,,289.2,23.7,5.0,423.0,226.6,5.4,1.8,2.0,14.4,,1 omelette,"c(""heat oil in small frying pan."", ""Add swiss chard and broccoli, saute  until wilted."", ""Add beaten eggs."", ""Place lid on pan."", ""Cook for 5 minutes or until eggs are set."", ""Turn onto plate, garnish with hot sauce and green onions."")","[""2      beaten eggs"",""1   tablespoon    olive oil"",""1/2  cup   chopped swiss chard"",""1/2  cup   chopped broccoli"",""2   tablespoons   chopped green onions"",""3   drops    hot sauce""]","[""beaten"", ""olive oil"", ""chopped swiss chard"", ""chopped broccoli"", ""chopped green onions"", ""hot sauce""]",0,1
Spanish Seafood Omelet,Make and share this Spanish Seafood Omelet recipe from Food.com.,"c(""1"", ""1/4"", ""1"", NA, NA, ""1"", ""2"", ""1/2"", NA, ""12"", NA)","c(""new potato"", ""olive oil"", ""onion"", ""salt"", ""pepper"", ""medium shrimp"", ""lobster tails"", ""cumin"", ""eggs"", ""fresh parsley"")",,,369.1,20.5,4.6,554.1,570.5,8.5,0.9,2.1,35.6,6.0,,"c(""Use cast-iron pan, 10-12 inches in diameter and 2-3 inches deep; OR any frying or saute pan deep enough to hold the egg mixture."", ""Parboil potatoes by placing them in a saucepan full of lightly salted water; bring to a boil, decrease heat to low and simmer until tender, about 15-20 minutes; drain."", ""Heat some olive oil in the pan, and saute the potatoes and onions until lightly browned, stirring frequently."", ""Season the potatoes and onions with salt and pepper; remove from pan and set aside."", 
""Add a little more oil to the pan and saute the shrimp, lobster, and crabmeat in small batches until just barely cooked through; lightly salt, pepper, and add cumin to the seafood as you cook it, turning frequently (don't overcook; it is better to undercook the seafood a bit at this point); remove seafood from pan and set aside."", ""There should now be some oil remaining in the pan; for the next step you'll want just enough oil to cover the bottom of the pan; so if there is more than that, drain some off now."", 
""In a bowl, beat the eggs with a wire whisk; add softened butter, whisking vigorously; you will now have little flecks of butter in the egg mixture."", ""Whisk in a pinch of salt and a dash of pepper; add potatoes, onions, and seafood to beaten eggs."", ""Heat the remaining oil in the pan to med-hot; pour the egg mixture in the pan and cover."", ""Immediately decrease heat to low; cook for approximately 7-10 minutes until the eggs are set and firm."", ""Cover the pan with a large plate and flip."", ""Return to the pan and fry the other side until just lightly browned."", 
""Cut the tortilla into 12 wedges and garnish with chopped parsley."")","[""1   cup   peeled thinly sliced new potato"",""1/4  cup    olive oil"",""1   cup   chopped onion"",""  salt"",""  pepper"",""1   lb    medium shrimp, peeled and deveined "",""2       lobster tails, meat removed from shell and cut into bite-size pieces  (may substitute 1/2 lb. sea scallops, cut in bite-size pieces)"",""1/2  lb   cooked crabmeat"",""  cumin, to taste "",""12       eggs, beaten with 5 tablespoons soft butter  (room temperature)"","" chopped fresh parsley, for garnish ""]","[""new potato"", ""olive oil"", ""chopped onion"", ""medium shrimp"", ""lobster tails meat shell sea scallops"", ""cooked crabmeat"", ""eggs soft butter"", ""fresh parsley garnish""]",0,1
Avocado Omelet,"This is a recipe I got out of the newspaper 35 years ago in 29 Palms, California...this is very tasty.","c(""6"", ""6"", ""1/2"", ""1"", ""6"", ""1"", ""2"", ""1/4"", NA, ""1/8"", ""1/4"", ""2"")","c(""eggs"", ""milk"", ""salt"", ""pepper"", ""butter"", ""onion"", ""tomatoes"", ""salt"", ""vegetarian bacon bits"", ""pepper"", ""chili powder"", ""avocados"")",,,462.6,40.5,16.0,366.2,688.7,15.7,8.1,4.4,13.4,4.0,,"c(""Omelet:"", ""Prepare as a regular omelet. Add avocado slices inside."", ""Sauce:"", ""In a medium skillet cook onions, tomatoes, salt, papper, chili pepper in butter.  Simmer several minutes under onion is tender. Remove from heat. Peel avocades and reserve some slices for garnish. Mash remaining avocado and add to sauce. Mix well. Put in gravy boat so guests can ”pour“ it on."")","[""6       eggs"",""6   tablespoons    milk"",""1/2  teaspoon    salt"",""1   dash    pepper"",""6   tablespoons    butter"",""1   small    onion, diced "",""2   large    tomatoes, diced "",""1/4  teaspoon    salt"",""  vegetarian bacon bits (Optional \u0026 as much as you like)"",""1/8  teaspoon    pepper"",""1/4  teaspoon    chili powder"",""2       avocados""]","[""onion"", ""large tomatoes"", ""vegetarian bacon bits"", ""chili powder"", ""avocados""]",0,1
Greek Baked Squash Omelete,from NY Times Recipes for Health - http://www.nytimes.com/2010/03/02/health/nutrition/02recipehealth.html?ref=nutrition,"c(""2"", ""1"", ""2"", ""3/4"", NA, ""1/4"", ""2"", ""8"", ""1/2"", ""1/4"")","c(""extra virgin olive oil"", ""leek"", ""garlic cloves"", ""zucchini"", ""pepper"", ""fresh dill"", ""of fresh mint"", ""eggs"", ""yogurt"", ""yogurt"", ""parmesan cheese"")",,,199.0,13.1,3.9,288.3,172.7,9.1,1.3,3.3,11.6,6.0,,"c(""Preheat the oven to 350 degrees."", ""Heat 1 tablespoon of the oil over medium heat in a large, heavy skillet. Add the leek and cook, stirring, until tender, about three minutes."", ""Add the garlic, stir together until fragrant, about 30 seconds."", ""Add the squash. Cook, stirring, until tender, 10 to 12 minutes for winter squash, about 8 minutes for zucchini."", ""Season to taste with salt and pepper. Stir in the dill and the mint. Remove from the heat."", ""Place the remaining tablespoon of oil in a 2-quart casserole or in a 9-inch cast iron skillet, brush the sides of the pan with the oil and place in the oven."", 
""Whisk the eggs in a large bowl. Season with salt and freshly ground pepper to taste. Whisk in the yogurt and the Parmesan. Stir in the squash or zucchini mixture."", ""Remove the baking dish from the oven and scrape in the egg mixture. Place in the oven, and bake 30 minutes or until puffed and lightly colored. Allow to cool for at least 10 minutes before serving. Serve hot, warm or at room temperature."")","[""2   tablespoons    extra virgin olive oil"",""1       leek, white and light green parts, cleaned and chopped "",""2       garlic cloves, minced "",""3/4  lb    winter squash or 3/4  lb    zucchini, cut in 1/4- to 1/3-inch dice "","" salt and freshly ground pepper"",""1/4  cup   chopped fresh dill"",""2   tablespoons   chopped of fresh mint"",""8       eggs"",""1/2  cup   drained yogurt or 1/2  cup   greek-style yogurt"",""1/4  cup   freshly grated parmesan cheese""]","[""virgin olive oil"", ""parts"", ""garlic cloves minced"", ""winter squash zucchini"", ""salt freshly ground"", ""chopped fresh dill"", ""fresh mint"", ""drained yogurt greek - style yogurt"", ""grated parmesan cheese""]",0,1
Oven Ham and Cheese Omelet Roll,"This recipe feeds many, perfect for breakfast guests and overnight visits.  I serve with hash browns and fruit salad. Also a quick weeknight meal!","c(""1"", ""1/4"", ""12"", ""1"", ""1"", ""1"", ""1 1/2"", ""1 1/2"")","c(""milk"", ""flour"", ""eggs"", ""Dijon mustard"", ""salt"", ""black pepper"", ""cooked ham"", ""bacon"", ""cheddar cheese"", ""American cheese"")",,,300.4,20.2,9.1,367.6,578.6,5.6,0.2,0.8,23.0,,,"c(""Preheat oven to 350 degrees."", ""Line bottom of a jelly roll type pan with parchment paper, leaving a 1-inch overhang on the two shorter sides. Grease parchment paper. Do not skip the parchment paper on this recipe. You need it to roll the omelet."", ""In a bowl, whisk together milk and flour. Add eggs, mustard, 1 teaspoon salt, and teaspoon pepper; whisk to combine. Pour into pan. Sprinkle meat over top in an even layer."", ""Bake until edges of omelet are set, 15-18 minutes. Sprinkle with cheddar; bake until cheese has melted, 2 to 4 additional minutes."", 
""Beginning at one shorter end, lift parchment, and roll up omelet tightly, peeling back parchment as you go."", ""Slice and serve."")","[""1   cup    milk"",""1/4  cup    flour"",""12   large    eggs"",""1   tablespoon    Dijon mustard"",""1   teaspoon    salt"",""1   teaspoon    black pepper"",""1 1/2  cups    cooked ham, sausage  or 1 1/2  cups    bacon"",""1 1/2  cups    cheddar cheese or 1 1/2  cups    American cheese""]","[""milk"", ""Dijon mustard"", ""black pepper"", ""cooked ham sausage"", ""cheddar cheese American cheese""]",0,1
Brie Fresh Herb and Tomato Omelette,Make and share this Brie Fresh Herb and Tomato Omelette recipe from Food.com.,"c(""4"", ""3"", NA, ""1"", ""1"", ""1"", ""1"", ""1/2"", NA)","c(""eggs"", ""water"", ""butter"", ""fresh chives"", ""fresh dill"", ""fresh parsley"", ""onion"")",4.5,3.0,206.2,15.3,6.8,387.3,195.3,3.5,0.6,1.6,13.0,2.0,,"c(""Beat eggs, 2 teaspoons water, salt and pepper until frothy and light."", ""Follow general directions for cooking an omelette."", ""Lay out the herbs, tomato and cheese in that order over half of the omelette."", ""Fold over omelette, add 1 teaspoon water to the pan to quicken melting process of cheese, cover and cook until just done."")","[""4       eggs"",""3   teaspoons    water"",""  salt and pepper"",""1   tablespoon    butter"",""1   tablespoon   chopped fresh chives"",""1   tablespoon   chopped fresh dill"",""1   tablespoon   chopped fresh parsley"",""1/2  medium    onion, coarsely chopped "",""      brie cheese""]","[""salt pepper"", ""chopped fresh chives"", ""chopped fresh dill"", ""chopped fresh parsley"", ""onion"", ""brie cheese""]",0,1
